FeedbackID,AlumniID,EventID,MentorshipID,FeedbackDate,Rating,Comments
FB0372,ALU0981,EVT0015,,8/18/2025,4,Could improve organization.
FB0373,ALU1051,EVT0015,MENT0628,12/22/2023,4,Enjoyed reconnecting with peers.
FB0374,ALU1087,EVT0019,,6/28/2024,3,Very informative session.
FB0375,ALU0962,EVT0026,,6/22/2024,2,Appreciate the university’s support.
FB0376,ALU0730,,,4/12/2025,1,Good opportunity to connect.
FB0377,ALU0803,EVT0011,,3/11/2024,2,Excellent experience!
FB0378,ALU0627,EVT0021,,5/16/2024,4,The event was well-planned.
FB0379,ALU0236,EVT0030,,6/3/2024,2,Very informative session.
FB0380,ALU0957,EVT0019,,3/7/2025,4,Helpful mentorship experience.
FB0381,ALU0005,EVT0025,,4/9/2024,5,Enjoyed reconnecting with peers.
FB0382,ALU0079,EVT0005,,4/3/2025,2,Great networking opportunity!
FB0383,ALU0350,,,9/21/2025,5,Very informative session.
FB0384,ALU1517,EVT0018,MENT0020,11/18/2023,1,Excellent experience!
FB0385,ALU0146,EVT0005,,9/30/2024,3,Excellent experience!
FB0386,ALU0716,EVT0024,,8/4/2025,2,Would love more frequent updates.
FB0387,ALU0707,EVT0029,,6/20/2025,3,Excellent experience!
FB0388,ALU1433,EVT0002,,6/17/2025,4,Great networking opportunity!
FB0389,ALU1580,,,6/24/2025,4,The event was well-planned.
FB0390,ALU1070,,,2/26/2025,3,Very informative session.
FB0391,ALU0176,,,7/12/2025,3,Helpful mentorship experience.
FB0392,ALU0108,,,11/19/2024,3,Good opportunity to connect.
FB0393,ALU0781,EVT0020,,4/25/2025,4,Appreciate the university’s support.
FB0394,ALU1829,EVT0027,,10/4/2025,4,Would love more frequent updates.
FB0395,ALU0872,EVT0016,,1/14/2025,1,Great networking opportunity!
FB0396,ALU1302,,,12/29/2024,1,Great networking opportunity!
FB0397,ALU1772,EVT0004,,4/24/2024,2,Appreciate the university’s support.
FB0398,ALU0783,EVT0027,MENT0234,7/25/2025,3,Very informative session.
FB0399,ALU1034,EVT0007,MENT0595,5/14/2024,2,Very informative session.
FB0400,ALU1521,,,6/5/2024,3,Enjoyed reconnecting with peers.
FB0401,ALU0238,EVT0015,,5/27/2025,3,Good opportunity to connect.
FB0402,ALU0607,,,4/15/2025,1,Would love more frequent updates.
FB0403,ALU0727,,,8/24/2024,5,Very informative session.
FB0404,ALU1766,EVT0029,,12/8/2023,5,The event was well-planned.
FB0405,ALU1013,,,4/16/2024,3,The event was well-planned.
FB0406,ALU0783,EVT0026,MENT0366,8/5/2025,4,Good opportunity to connect.
FB0407,ALU0017,,MENT0611,5/3/2024,5,Helpful mentorship experience.
FB0408,ALU1838,,,5/6/2024,5,Helpful mentorship experience.
FB0409,ALU1204,EVT0034,,3/1/2025,2,Could improve organization.
FB0410,ALU0674,,,8/5/2025,3,Appreciate the university’s support.
FB0411,ALU0253,EVT0003,,2/27/2024,2,Would love more frequent updates.
FB0412,ALU1181,,MENT0432,12/30/2024,5,Enjoyed reconnecting with peers.
FB0413,ALU1671,EVT0013,MENT0577,11/16/2024,2,The event was well-planned.
FB0414,ALU0092,EVT0024,,3/17/2024,3,Excellent experience!
FB0415,ALU1015,EVT0017,,1/22/2025,2,Appreciate the university’s support.
FB0416,ALU0775,EVT0028,,3/10/2024,1,Appreciate the university’s support.
FB0417,ALU0727,EVT0007,,2/19/2025,1,Appreciate the university’s support.
FB0418,ALU0608,EVT0025,MENT0731,11/23/2023,1,Excellent experience!
FB0419,ALU1270,EVT0028,,9/24/2024,4,Good opportunity to connect.
FB0420,ALU0783,EVT0008,,2/3/2024,1,Helpful mentorship experience.
FB0421,ALU1878,,,5/22/2025,4,Enjoyed reconnecting with peers.
FB0422,ALU0373,EVT0012,,4/5/2025,1,Great networking opportunity!
FB0423,ALU0156,,MENT0222,3/1/2024,4,Good opportunity to connect.
FB0424,ALU0675,EVT0011,,10/7/2024,1,Enjoyed reconnecting with peers.
FB0425,ALU1930,EVT0018,,5/31/2024,3,Appreciate the university’s support.
FB0426,ALU0632,EVT0022,,1/13/2024,3,Would love more frequent updates.
FB0427,ALU1170,EVT0022,,3/27/2025,1,Could improve organization.
FB0428,ALU0528,,MENT0202,11/12/2023,5,Appreciate the university’s support.
FB0429,ALU0116,,,6/14/2024,3,Appreciate the university’s support.
FB0430,ALU0658,,,8/15/2025,5,Could improve organization.
FB0431,ALU1134,,,6/22/2025,1,Appreciate the university’s support.
FB0432,ALU1904,EVT0019,,5/30/2024,5,Excellent experience!
FB0433,ALU1513,EVT0034,,6/14/2025,1,Helpful mentorship experience.
FB0434,ALU1689,EVT0034,,2/14/2024,4,The event was well-planned.
FB0435,ALU0935,EVT0012,,3/14/2025,2,Very informative session.
FB0436,ALU0101,,,4/23/2024,5,The event was well-planned.
FB0437,ALU1872,EVT0035,,11/13/2024,2,The event was well-planned.
FB0438,ALU0938,,,3/19/2025,4,Excellent experience!
FB0439,ALU0087,,MENT0679,4/3/2025,3,Enjoyed reconnecting with peers.
FB0440,ALU0070,EVT0005,MENT0578,3/8/2024,4,Appreciate the university’s support.
FB0441,ALU0841,,,7/18/2024,5,Would love more frequent updates.
FB0442,ALU1978,EVT0008,,9/30/2025,3,Great networking opportunity!
FB0443,ALU0010,EVT0031,MENT0316,9/30/2025,2,Excellent experience!
FB0444,ALU1724,EVT0022,,8/10/2025,4,Could improve organization.
FB0445,ALU1990,EVT0031,,4/18/2024,1,Could improve organization.
FB0446,ALU0370,EVT0001,,5/30/2024,1,Good opportunity to connect.
FB0447,ALU1493,EVT0025,,3/1/2024,3,Very informative session.
FB0448,ALU0388,EVT0005,,4/9/2024,5,Enjoyed reconnecting with peers.
FB0449,ALU0081,EVT0016,,5/3/2024,5,Good opportunity to connect.
FB0450,ALU1324,EVT0009,,7/12/2025,3,Could improve organization.
FB0451,ALU0665,EVT0011,MENT0589,6/30/2024,4,Could improve organization.
FB0452,ALU1962,EVT0029,,3/18/2025,2,Could improve organization.
FB0453,ALU0410,,MENT0560,11/27/2023,3,Great networking opportunity!
FB0454,ALU1657,EVT0025,,7/1/2025,4,Great networking opportunity!
FB0455,ALU1608,,,5/11/2024,4,Would love more frequent updates.
FB0456,ALU1400,EVT0019,MENT0047,4/6/2024,1,Appreciate the university’s support.
FB0457,ALU1023,EVT0008,MENT0423,1/1/2024,4,Would love more frequent updates.
FB0458,ALU0468,EVT0024,,6/23/2025,2,Could improve organization.
FB0459,ALU1289,,,12/25/2024,5,Could improve organization.
FB0460,ALU1855,,,7/27/2024,1,Very informative session.
FB0461,ALU1380,EVT0021,,11/2/2023,2,Great networking opportunity!
FB0462,ALU1913,EVT0031,MENT0403,3/12/2024,2,Would love more frequent updates.
FB0463,ALU1115,,,7/2/2024,4,Helpful mentorship experience.
FB0464,ALU1469,EVT0006,MENT0781,10/6/2025,4,Helpful mentorship experience.
FB0465,ALU0261,EVT0029,,10/16/2024,1,The event was well-planned.
FB0466,ALU1874,EVT0017,,10/31/2023,1,Appreciate the university’s support.
FB0467,ALU0351,EVT0017,,4/20/2024,1,Could improve organization.
FB0468,ALU1377,EVT0027,MENT0591,6/28/2024,2,Good opportunity to connect.
FB0469,ALU0583,,,3/5/2025,2,Appreciate the university’s support.
FB0470,ALU0306,,,7/14/2025,2,Very informative session.
FB0471,ALU1902,EVT0011,MENT0590,1/8/2024,5,Appreciate the university’s support.
FB0472,ALU1647,EVT0026,,1/4/2025,2,Would love more frequent updates.
FB0473,ALU0167,EVT0003,,10/22/2024,4,The event was well-planned.
FB0474,ALU1593,EVT0008,,11/2/2023,2,Appreciate the university’s support.
FB0475,ALU0008,EVT0031,,12/15/2024,1,Very informative session.
FB0476,ALU0473,EVT0016,,3/28/2025,4,The event was well-planned.
FB0477,ALU0998,,MENT0795,9/22/2025,3,Appreciate the university’s support.
FB0478,ALU0776,EVT0020,MENT0701,6/4/2025,5,Could improve organization.
FB0479,ALU1136,EVT0031,MENT0398,12/26/2023,1,Appreciate the university’s support.
FB0480,ALU0239,,,3/8/2024,4,Enjoyed reconnecting with peers.
FB0481,ALU0340,,,4/7/2024,3,Excellent experience!
FB0482,ALU1014,EVT0001,MENT0627,2/14/2024,4,Enjoyed reconnecting with peers.
FB0483,ALU0903,EVT0030,,5/1/2024,4,Enjoyed reconnecting with peers.
FB0484,ALU0178,EVT0026,,6/26/2025,5,Appreciate the university’s support.
FB0485,ALU1666,EVT0024,,1/4/2025,5,Good opportunity to connect.
FB0486,ALU1934,,,10/20/2025,3,Could improve organization.
FB0487,ALU1208,,,4/20/2025,2,Would love more frequent updates.
FB0488,ALU1611,,MENT0451,2/20/2025,2,Would love more frequent updates.
FB0489,ALU0166,,MENT0119,8/17/2024,1,Great networking opportunity!
FB0490,ALU1699,EVT0012,,4/21/2024,5,Appreciate the university’s support.
FB0491,ALU0860,EVT0006,,9/14/2025,3,Could improve organization.
FB0492,ALU0605,EVT0008,,4/17/2024,3,Enjoyed reconnecting with peers.
FB0493,ALU1927,EVT0004,,8/28/2024,1,Excellent experience!
FB0494,ALU1712,EVT0009,,11/26/2024,5,Could improve organization.
FB0495,ALU0771,EVT0014,,11/27/2023,2,Appreciate the university’s support.
FB0496,ALU0362,EVT0018,,10/31/2023,2,Good opportunity to connect.
FB0497,ALU0588,EVT0025,,1/25/2025,4,Appreciate the university’s support.
FB0498,ALU0405,EVT0011,,10/3/2024,2,Helpful mentorship experience.
FB0499,ALU0983,EVT0029,MENT0133,10/6/2024,1,Could improve organization.
FB0500,ALU1210,EVT0004,,3/3/2024,5,Excellent experience!
FB0501,ALU1960,EVT0004,MENT0088,12/20/2024,2,Excellent experience!
FB0502,ALU1416,EVT0030,,10/14/2025,5,Very informative session.
FB0503,ALU1189,EVT0015,MENT0596,1/23/2025,5,Very informative session.
FB0504,ALU0257,EVT0012,,6/3/2024,5,Helpful mentorship experience.
FB0505,ALU0387,EVT0032,,6/12/2024,4,Excellent experience!
FB0506,ALU0454,,,11/3/2023,4,The event was well-planned.
FB0507,ALU1761,EVT0004,MENT0019,11/27/2024,2,Very informative session.
FB0508,ALU0978,EVT0008,MENT0296,10/16/2025,3,Helpful mentorship experience.
FB0509,ALU1438,EVT0029,,6/29/2024,1,Helpful mentorship experience.
FB0510,ALU0450,,,8/31/2025,4,Would love more frequent updates.
FB0511,ALU1121,EVT0033,,8/6/2024,2,Would love more frequent updates.
FB0512,ALU0981,,,11/28/2024,1,Good opportunity to connect.
FB0513,ALU0736,,,7/1/2024,1,The event was well-planned.
FB0514,ALU0433,,,8/21/2024,1,Enjoyed reconnecting with peers.
FB0515,ALU0545,,,10/23/2024,2,Very informative session.
FB0516,ALU0418,,MENT0384,9/13/2024,1,Excellent experience!
FB0517,ALU0608,EVT0007,,5/19/2024,2,Great networking opportunity!
FB0518,ALU0004,EVT0024,,10/27/2024,2,Would love more frequent updates.
FB0519,ALU0011,EVT0011,,11/12/2024,1,Appreciate the university’s support.
FB0520,ALU1175,,,12/20/2023,1,Good opportunity to connect.
FB0521,ALU1705,EVT0015,,4/14/2024,1,Excellent experience!
FB0522,ALU0465,EVT0003,,12/23/2023,1,Appreciate the university’s support.
FB0523,ALU1867,EVT0035,,7/6/2024,4,Could improve organization.
FB0524,ALU0602,,MENT0171,5/12/2025,2,Appreciate the university’s support.
FB0525,ALU1613,EVT0001,MENT0562,7/17/2025,4,Excellent experience!
FB0526,ALU1134,EVT0022,,5/28/2024,4,Enjoyed reconnecting with peers.
FB0527,ALU0882,EVT0029,,2/15/2024,2,Would love more frequent updates.
FB0528,ALU1629,EVT0008,,6/30/2025,1,Would love more frequent updates.
FB0529,ALU1557,,,5/15/2024,1,Very informative session.
FB0530,ALU1168,EVT0015,,11/16/2024,1,Appreciate the university’s support.
FB0531,ALU0946,EVT0028,,5/10/2024,2,The event was well-planned.
FB0532,ALU0048,EVT0032,,6/12/2025,5,Good opportunity to connect.
FB0533,ALU1779,EVT0026,,5/11/2024,4,Very informative session.
FB0534,ALU0577,EVT0029,MENT0415,8/20/2025,4,Enjoyed reconnecting with peers.
FB0535,ALU0459,EVT0013,,11/5/2024,2,Great networking opportunity!
FB0536,ALU1229,EVT0008,,3/15/2024,3,Helpful mentorship experience.
FB0537,ALU1484,,,9/22/2024,5,Very informative session.
FB0538,ALU1883,EVT0025,,10/13/2025,3,Very informative session.
FB0539,ALU1403,EVT0020,,6/20/2024,4,Helpful mentorship experience.
FB0540,ALU1574,,MENT0436,3/23/2025,1,Appreciate the university’s support.
FB0541,ALU1098,,,7/10/2024,2,Great networking opportunity!
FB0542,ALU1816,,,3/22/2024,5,Would love more frequent updates.
FB0543,ALU1413,EVT0013,,6/9/2025,2,Great networking opportunity!
FB0544,ALU1141,EVT0013,,7/8/2025,1,Helpful mentorship experience.
FB0545,ALU0281,EVT0003,MENT0100,3/1/2024,2,Appreciate the university’s support.
FB0546,ALU1224,EVT0010,,3/18/2025,4,Great networking opportunity!
FB0547,ALU1232,EVT0026,MENT0332,2/29/2024,3,Could improve organization.
FB0548,ALU1879,EVT0033,,9/23/2025,4,Very informative session.
FB0549,ALU0859,EVT0022,,3/18/2024,2,Enjoyed reconnecting with peers.
FB0550,ALU1073,EVT0009,,2/9/2024,3,Helpful mentorship experience.
FB0551,ALU1943,EVT0025,,7/21/2024,3,The event was well-planned.
FB0552,ALU0243,EVT0028,,9/6/2025,2,Very informative session.
FB0553,ALU1405,EVT0015,,7/22/2024,1,Helpful mentorship experience.
FB0554,ALU1530,EVT0019,,4/17/2025,1,Very informative session.
FB0555,ALU1390,,MENT0624,4/26/2025,4,Very informative session.
FB0556,ALU1481,,,11/26/2023,2,Good opportunity to connect.
FB0557,ALU0369,EVT0012,,11/7/2024,2,Very informative session.
FB0558,ALU1816,EVT0026,,5/8/2024,4,Would love more frequent updates.
FB0559,ALU0200,,,7/15/2025,5,Would love more frequent updates.
FB0560,ALU0696,EVT0032,,5/19/2024,3,Excellent experience!
FB0561,ALU1293,,MENT0098,3/7/2024,5,Appreciate the university’s support.
FB0562,ALU0759,EVT0026,,12/5/2024,5,Would love more frequent updates.
FB0563,ALU2000,EVT0025,,8/14/2025,1,Enjoyed reconnecting with peers.
FB0564,ALU0701,EVT0016,,2/25/2025,3,Very informative session.
FB0565,ALU0482,EVT0032,,5/2/2024,1,Excellent experience!
FB0566,ALU1869,EVT0020,,6/28/2024,3,Very informative session.
FB0567,ALU0136,,,9/15/2024,2,Helpful mentorship experience.
FB0568,ALU1489,EVT0009,MENT0171,9/22/2025,4,Helpful mentorship experience.
FB0569,ALU0333,EVT0009,,12/17/2023,5,Enjoyed reconnecting with peers.
FB0570,ALU0028,EVT0019,,3/9/2024,1,Great networking opportunity!
FB0571,ALU0374,EVT0027,,2/18/2024,5,Appreciate the university’s support.
FB0572,ALU0607,EVT0026,,8/4/2025,4,Helpful mentorship experience.
FB0573,ALU0487,,,12/12/2023,4,Appreciate the university’s support.
FB0574,ALU0434,EVT0015,,11/24/2023,2,Appreciate the university’s support.
FB0575,ALU0380,,,4/12/2025,5,Good opportunity to connect.
FB0576,ALU1161,EVT0004,MENT0013,3/27/2025,2,The event was well-planned.
FB0577,ALU0115,EVT0018,,6/12/2024,4,Appreciate the university’s support.
FB0578,ALU1711,EVT0010,MENT0151,6/15/2024,4,Great networking opportunity!
FB0579,ALU1806,EVT0030,,8/6/2024,1,Great networking opportunity!
FB0580,ALU1357,EVT0034,,5/22/2025,3,Great networking opportunity!
FB0581,ALU0467,,,9/25/2024,2,Helpful mentorship experience.
FB0582,ALU0976,EVT0024,MENT0279,10/19/2025,2,Great networking opportunity!
FB0583,ALU0229,EVT0030,,10/29/2024,5,Very informative session.
FB0584,ALU1612,,,5/10/2025,4,Excellent experience!
FB0585,ALU1009,,,5/15/2025,5,Very informative session.
FB0586,ALU1213,EVT0017,,1/19/2025,5,Would love more frequent updates.
FB0587,ALU1124,EVT0028,,7/7/2025,4,Appreciate the university’s support.
FB0588,ALU1247,EVT0008,,4/16/2025,1,Could improve organization.
FB0589,ALU1233,,,9/28/2025,4,Very informative session.
FB0590,ALU1165,,,1/1/2024,5,Helpful mentorship experience.
FB0591,ALU1509,EVT0006,,9/29/2024,2,Excellent experience!
FB0592,ALU1757,EVT0033,,2/18/2025,5,Would love more frequent updates.
FB0593,ALU0339,,,11/17/2023,2,Great networking opportunity!
FB0594,ALU0093,EVT0004,MENT0355,12/19/2023,3,Very informative session.
FB0595,ALU1239,EVT0031,MENT0162,1/27/2024,2,Very informative session.
FB0596,ALU1036,EVT0005,,10/11/2024,2,The event was well-planned.
FB0597,ALU0536,,MENT0010,12/21/2023,1,Very informative session.
FB0598,ALU1890,EVT0006,,10/30/2024,4,Helpful mentorship experience.
FB0599,ALU0004,EVT0001,MENT0506,12/26/2024,1,Appreciate the university’s support.
FB0600,ALU0948,EVT0020,,7/12/2025,4,Enjoyed reconnecting with peers.
FB0601,ALU0015,EVT0024,,5/3/2024,5,Very informative session.
FB0602,ALU1360,,MENT0738,11/4/2023,3,Great networking opportunity!
FB0603,ALU0989,,,8/14/2025,5,Excellent experience!
FB0604,ALU1871,,,11/18/2024,2,The event was well-planned.
FB0605,ALU0752,EVT0005,MENT0601,4/12/2024,5,Good opportunity to connect.
FB0606,ALU1090,EVT0019,,8/22/2024,2,Would love more frequent updates.
FB0607,ALU1486,,,9/16/2025,5,Very informative session.
FB0608,ALU1366,EVT0027,MENT0597,8/18/2024,4,Could improve organization.
FB0609,ALU0070,EVT0013,,7/5/2025,3,Enjoyed reconnecting with peers.
FB0610,ALU1580,EVT0009,,5/3/2024,2,Good opportunity to connect.
FB0611,ALU0955,EVT0012,,6/21/2025,1,Good opportunity to connect.
FB0612,ALU1147,EVT0004,,12/25/2024,3,Appreciate the university’s support.
FB0613,ALU1014,EVT0027,MENT0571,10/29/2023,4,Excellent experience!
FB0614,ALU1768,EVT0016,,8/15/2024,4,Could improve organization.
FB0615,ALU0963,EVT0023,MENT0385,1/10/2024,3,Appreciate the university’s support.
FB0616,ALU0962,EVT0031,MENT0669,2/16/2025,4,Would love more frequent updates.
FB0617,ALU1623,EVT0005,MENT0769,5/28/2025,4,Excellent experience!
FB0618,ALU1287,EVT0027,,3/6/2024,2,The event was well-planned.
FB0619,ALU1775,EVT0022,,1/12/2025,1,Would love more frequent updates.
FB0620,ALU0129,EVT0013,,10/19/2024,1,Good opportunity to connect.
FB0621,ALU0938,EVT0018,MENT0161,1/19/2025,2,Would love more frequent updates.
FB0622,ALU1028,,,10/24/2024,1,Good opportunity to connect.
FB0623,ALU1115,EVT0027,,11/12/2023,2,Helpful mentorship experience.
FB0624,ALU1630,EVT0027,,1/9/2025,1,Enjoyed reconnecting with peers.
FB0625,ALU0596,EVT0029,MENT0516,10/20/2024,2,Appreciate the university’s support.
FB0626,ALU1143,EVT0012,,8/18/2025,5,Excellent experience!
FB0627,ALU0494,EVT0017,,3/3/2025,2,Could improve organization.
FB0628,ALU0798,EVT0006,,12/25/2023,3,Very informative session.
FB0629,ALU0058,EVT0015,,11/5/2023,1,Could improve organization.
FB0630,ALU0594,,,4/14/2025,1,Appreciate the university’s support.
FB0631,ALU1048,EVT0019,,5/5/2024,3,Enjoyed reconnecting with peers.
FB0632,ALU1394,EVT0032,,11/30/2024,2,Could improve organization.
FB0633,ALU1578,EVT0004,,6/4/2025,5,Very informative session.
FB0634,ALU1381,,MENT0162,9/6/2025,2,Helpful mentorship experience.
FB0635,ALU0197,EVT0029,,12/29/2024,3,Great networking opportunity!
FB0636,ALU1180,EVT0005,,8/29/2025,3,Good opportunity to connect.
FB0637,ALU1044,,,6/28/2025,4,Excellent experience!
FB0638,ALU0357,EVT0034,,6/26/2025,1,Very informative session.
FB0639,ALU0184,EVT0005,,10/20/2025,2,Could improve organization.
FB0640,ALU1136,EVT0005,,11/19/2024,5,Helpful mentorship experience.
FB0641,ALU1129,EVT0005,,12/16/2024,4,Helpful mentorship experience.
FB0642,ALU0380,EVT0027,,3/1/2024,1,Helpful mentorship experience.
FB0643,ALU0497,,,3/19/2025,3,Helpful mentorship experience.
FB0644,ALU0843,EVT0015,MENT0070,11/30/2024,2,Great networking opportunity!
FB0645,ALU1230,EVT0025,,7/31/2025,1,Good opportunity to connect.
FB0646,ALU1099,EVT0017,,3/6/2025,4,Great networking opportunity!
FB0647,ALU0489,EVT0033,,11/4/2023,5,The event was well-planned.
FB0648,ALU1834,,,1/2/2024,4,Enjoyed reconnecting with peers.
FB0649,ALU0655,EVT0003,,4/30/2024,5,Enjoyed reconnecting with peers.
FB0650,ALU1712,EVT0032,,2/14/2024,1,The event was well-planned.
FB0651,ALU1652,,,6/11/2024,1,Appreciate the university’s support.
FB0652,ALU1789,EVT0010,,1/7/2024,5,Great networking opportunity!
FB0653,ALU1234,EVT0027,,1/17/2024,2,The event was well-planned.
FB0654,ALU1572,EVT0020,,4/18/2024,5,Very informative session.
FB0655,ALU0319,EVT0018,,4/23/2024,2,Excellent experience!
FB0656,ALU0983,EVT0004,,10/4/2024,4,Great networking opportunity!
FB0657,ALU0670,EVT0023,MENT0559,12/10/2024,5,Excellent experience!
FB0658,ALU1772,,,6/17/2025,3,Helpful mentorship experience.
FB0659,ALU0277,EVT0020,MENT0224,8/20/2024,1,Would love more frequent updates.
FB0660,ALU0954,EVT0019,,2/25/2024,5,Helpful mentorship experience.
FB0661,ALU0605,,,1/3/2025,3,The event was well-planned.
FB0662,ALU1678,EVT0013,,7/12/2024,5,Very informative session.
FB0663,ALU1520,,MENT0521,8/11/2024,3,Could improve organization.
FB0664,ALU1704,EVT0022,MENT0740,9/20/2024,3,The event was well-planned.
FB0665,ALU1430,EVT0025,,10/21/2025,5,Very informative session.
FB0666,ALU0357,EVT0005,MENT0531,9/30/2025,2,The event was well-planned.
FB0667,ALU0281,EVT0003,MENT0293,4/14/2024,4,Very informative session.
FB0668,ALU0962,,,3/20/2024,2,Appreciate the university’s support.
FB0669,ALU1132,,,10/21/2025,1,The event was well-planned.
FB0670,ALU1165,EVT0013,,11/19/2024,3,Good opportunity to connect.
FB0671,ALU0264,EVT0028,,12/16/2024,5,Could improve organization.
FB0672,ALU1634,EVT0022,,9/12/2024,2,Helpful mentorship experience.
FB0673,ALU1016,,,6/5/2025,1,The event was well-planned.
FB0674,ALU0151,EVT0020,,4/2/2025,1,Good opportunity to connect.
FB0675,ALU1615,EVT0007,,5/18/2025,2,Very informative session.
FB0676,ALU1667,EVT0027,,10/11/2025,5,Appreciate the university’s support.
FB0677,ALU0471,EVT0025,,7/1/2024,3,Good opportunity to connect.
FB0678,ALU0504,,,7/3/2025,5,Excellent experience!
FB0679,ALU0006,,,3/13/2024,5,Enjoyed reconnecting with peers.
FB0680,ALU1037,,MENT0754,4/25/2025,3,Great networking opportunity!
FB0681,ALU1583,,,3/26/2024,4,Helpful mentorship experience.
FB0682,ALU1140,,MENT0143,6/7/2024,5,Helpful mentorship experience.
FB0683,ALU0718,EVT0006,,9/2/2024,3,Enjoyed reconnecting with peers.
FB0684,ALU1890,EVT0017,,3/26/2024,3,Could improve organization.
FB0685,ALU0988,EVT0002,MENT0738,10/23/2025,1,Appreciate the university’s support.
FB0686,ALU1724,EVT0020,,2/27/2025,1,The event was well-planned.
FB0687,ALU0388,EVT0023,,10/14/2025,3,The event was well-planned.
FB0688,ALU0527,EVT0003,,3/18/2024,3,Good opportunity to connect.
FB0689,ALU1587,EVT0019,MENT0607,7/15/2024,2,Excellent experience!
FB0690,ALU0018,,MENT0749,11/16/2023,3,Would love more frequent updates.
FB0691,ALU1493,EVT0018,,7/3/2024,1,Enjoyed reconnecting with peers.
FB0692,ALU1377,EVT0035,,1/9/2025,4,The event was well-planned.
FB0693,ALU1208,EVT0031,,5/31/2025,4,Helpful mentorship experience.
FB0694,ALU0407,,,3/6/2024,3,The event was well-planned.
FB0695,ALU0131,EVT0035,,2/22/2025,5,Enjoyed reconnecting with peers.
FB0696,ALU0517,EVT0017,,6/10/2025,5,The event was well-planned.
FB0697,ALU0933,EVT0035,,1/28/2024,3,The event was well-planned.
FB0698,ALU1662,EVT0018,,8/27/2025,4,Good opportunity to connect.
FB0699,ALU0640,,MENT0598,11/15/2023,2,Could improve organization.
FB0700,ALU1312,,,1/22/2025,5,Enjoyed reconnecting with peers.
FB0701,ALU0963,,,12/26/2023,3,Would love more frequent updates.
FB0702,ALU1208,,,12/18/2023,1,The event was well-planned.
FB0703,ALU1732,EVT0031,MENT0154,10/21/2024,2,Helpful mentorship experience.
FB0704,ALU0336,,,9/28/2025,3,Helpful mentorship experience.
FB0705,ALU0530,EVT0013,,10/11/2025,3,Excellent experience!
FB0706,ALU0209,EVT0009,,11/26/2024,5,Enjoyed reconnecting with peers.
FB0707,ALU0567,,MENT0328,1/1/2024,4,Excellent experience!
FB0708,ALU1470,,,11/16/2024,1,Good opportunity to connect.
FB0709,ALU0293,,,11/27/2023,3,Good opportunity to connect.
FB0710,ALU1798,EVT0034,MENT0062,10/30/2024,5,Appreciate the university’s support.
FB0711,ALU1222,EVT0002,,3/6/2025,1,Good opportunity to connect.
FB0712,ALU1765,,,6/12/2024,5,The event was well-planned.
FB0713,ALU1782,EVT0025,,8/17/2024,4,Could improve organization.
FB0714,ALU0444,EVT0023,,8/28/2024,4,Helpful mentorship experience.
FB0715,ALU1305,,,9/15/2024,2,Enjoyed reconnecting with peers.
FB0716,ALU1820,EVT0027,,8/16/2024,3,Appreciate the university’s support.
FB0717,ALU0969,EVT0015,,3/24/2025,1,Good opportunity to connect.
FB0718,ALU1303,EVT0030,,11/11/2024,3,Very informative session.
FB0719,ALU0052,EVT0008,,1/6/2025,5,Could improve organization.
FB0720,ALU1122,EVT0010,MENT0037,9/23/2025,3,The event was well-planned.
FB0721,ALU0398,EVT0025,,5/25/2024,2,Would love more frequent updates.
FB0722,ALU0081,,,9/19/2024,1,Helpful mentorship experience.
FB0723,ALU1609,EVT0030,,12/17/2023,1,Appreciate the university’s support.
FB0724,ALU1872,EVT0016,MENT0478,7/20/2025,2,Great networking opportunity!
FB0725,ALU1155,EVT0027,,9/19/2024,2,The event was well-planned.
FB0726,ALU1327,EVT0032,,11/6/2023,3,Good opportunity to connect.
FB0727,ALU1340,,,7/2/2025,5,Enjoyed reconnecting with peers.
FB0728,ALU1315,EVT0019,,8/24/2025,1,Good opportunity to connect.
FB0729,ALU0504,EVT0016,MENT0649,2/23/2025,1,Excellent experience!
FB0730,ALU0176,,,1/5/2024,3,Excellent experience!
FB0731,ALU1899,EVT0011,,12/23/2023,1,Good opportunity to connect.
FB0732,ALU0497,EVT0035,,12/23/2023,2,Excellent experience!
FB0733,ALU0630,,,2/25/2025,3,Excellent experience!
FB0734,ALU0489,EVT0026,,5/19/2024,3,Enjoyed reconnecting with peers.
FB0735,ALU1657,EVT0033,MENT0798,9/28/2025,1,Excellent experience!
FB0736,ALU1083,EVT0024,MENT0619,10/15/2024,4,Good opportunity to connect.
FB0737,ALU0873,EVT0001,MENT0105,11/25/2023,5,Helpful mentorship experience.
FB0738,ALU0533,EVT0024,,4/19/2024,2,Helpful mentorship experience.
FB0739,ALU0388,,MENT0428,11/11/2024,4,Helpful mentorship experience.
FB0740,ALU1571,,,10/6/2025,1,Appreciate the university’s support.
FB0741,ALU1272,EVT0013,MENT0546,4/3/2024,4,Helpful mentorship experience.
FB0742,ALU1076,EVT0023,,9/21/2025,2,Enjoyed reconnecting with peers.
FB0743,ALU1120,EVT0014,,7/4/2025,4,Great networking opportunity!
FB0744,ALU1881,,MENT0228,9/3/2025,4,Excellent experience!
FB0745,ALU1744,EVT0030,,5/20/2025,5,Excellent experience!
FB0746,ALU1559,EVT0028,,1/28/2025,5,Good opportunity to connect.
FB0747,ALU1118,EVT0006,MENT0562,5/27/2025,5,Could improve organization.
